Пантелеј	38223	28215	46276	33399	45666	33649	48450	35572	40785	30114	50124	36477	46201	34155	42076	30766	51602	38002	42243	30964	48310	35394	43692	31993
Црвени крст	63833	45915	67081	48279	65143	47185	66789	48214	72915	52553	67133	48217	71596	51455	66107	47703	68126	49079	68907	49535	68738	49601	76726	55372
Палилула	48963	35263	51418	37325	51403	37352	51896	37734	50555	36499	52168	37865	53789	38722	50438	36572	53808	39291	50906	36940	51457	37339	56812	41240
Медијана	55133	39655	59616	43040	59305	42764	62249	44780	59999	43200	59210	42671	59724	43040	59704	43021	60084	43312	59412	42919	59864	43065	66032	47688
Пиротска област	57729	41581	58951	42540	57782	41800	66852	48201	63224	45570	72640	52602	72343	52223	63117	45491	73004	52331	64732	46659	66413	47694	70069	50480
Бабушница	27164	19771	49254	35681	49453	35853	69212	50055	34064	24746	70439	50878	53195	38432	33141	24060	59406	42896	53702	38856	55472	40100	79833	57501
Бела Паланка	32409	23692	39361	28680	38074	27843	38407	28075	38267	27965	37954	27772	38807	28369	38743	28310	39355	28746	39684	28872	37207	27306	41761	30566
Димитровград	36646	26620	44028	32078	42431	30931	44842	32670	44469	32402	45811	33391	44857	32718	44016	32075	43931	31983	43193	31495	45051	32806	43822	31909
Пирот	68345	49127	64486	46444	63177	45628	72094	51872	73490	52852	79881	57812	82534	59498	73300	52718	82434	58920	71801	51658	73659	52742	74072	53281
Подунавска област	52744	38311	62326	45017	59670	43313	68327	49163	55614	40418	76202	54636	61245	44021	61060	43971	63306	45714	61626	44630	62920	45384	71288	51361
Велика Плана	49718	36062	52269	37892	51903	37665	52519	38060	51470	37332	55473	40265	51128	36980	53353	38675	52931	38356	53653	38893	53957	39099	54859	39742
Смедерево	58056	41932	69769	50129	66507	48118	79117	56752	58962	42627	91172	65184	69157	49585	68146	48991	70069	50371	67930	48918	69398	49958	80482	57786
Смедеревска Паланка	38365	28654	46586	34378	44003	32448	46408	33734	48157	35768	44763	32298	43990	31833	44514	32124	49856	36615	47707	35405	47995	34807	52660	38460
Пчињска област	41358	29797	51819	37053	51334	37143	51739	37217	49190	35323	51795	37284	52160	37479	49536	35663	50672	36270	50882	36482	51764	37190	56922	40815
Босилеград	45651	33410	49485	36388	39858	29275	59446	43299	39418	28956	61931	45058	47298	34565	47431	34613	48227	35061	46838	34204	49157	35835	49027	35731
Бујановац	37820	27139	49024	34994	47711	34033	47660	34142	46965	33474	46579	33347	47587	33761	47138	33841	49977	35683	48268	34190	47123	33785	52350	37390
Владичин Хан	34016	24899	41917	30474	42956	31278	43490	31629	42891	31187	44973	32797	51063	37125	34526	25100	44598	32377	44765	32504	45557	33051	58287	42240
Град Врање	42670	30658	54308	38629	54205	39252	53660	38455	51421	36804	53878	38695	54677	39201	52337	37567	52717	37531	53181	38032	54686	39158	59898	42827
Врање	43187	30936	56437	40010	56298	40747	55198	39494	52675	37637	55166	39431	55865	39940	53660	38464	54153	38463	54577	38966	55701	39763	62258	44555
Врањска Бања	39182	28775	40352	29572	40433	29416	43516	31600	43282	31399	45674	34009	46565	34158	43352	31473	43543	31577	43740	31718	47897	35117	45047	31954
Прешево	39366	28477	50179	36046	48131	34673	50766	36988	47510	34227	49035	35421	48795	35219	52657	38056	47364	34117	51037	36684	48606	34988	54276	38989
Сурдулица	47302	34009	55306	39640	56706	41141	55038	39570	52809	38084	54480	39176	52674	37901	52692	38039	53801	38669	52389	37690	54004	38948	55376	39813
Трговиште	26849	19592	36451	26804	35747	25947	35405	25813	34914	25444	35156	25604	36823	26884	34110	24858	35424	25902	35010	25500	36036	26172	35465	25251
Топличка област	44641	32011	49425	35552	47226	33989	47987	34870	56507	41235	50091	36099	48731	35000	49161	35840	49188	35554	50433	36382	49014	35467	49304	35646
Блаце	39015	27705	48695	35463	47068	34107	47391	34224	48161	35000	48739	35371	46441	32973	49530	36164	50538	37795	51285	37206	47032	34316	57703	42172
Житорађа	44631	32235	53054	38443	49266	35710	49475	35881	53076	38169	53847	38935	52574	38035	51564	37370	50551	36627	51690	37562	51153	37029	49819	36103
Куршумлија	44790	30746	48484	33352	48116	33040	37416	27150	91280	67964	50948	35512	50050	34457	49111	33901	50852	35583	47569	33181	47443	33218	54412	38842
Прокупље	45268	32805	49515	35905	46918	34095	50453	36702	49440	35807	49825	36160	48461	35196	48992	36178	48555	35224	50941	36977	49492	36042	47114	34119
